"Risk_ID,Risk_Title,Risk_Description,Risk_Category,Sub_Category,Sector,Department_Unit,Project_Name,Project_Code,Project_Phase,Process_Group,Risk_Owner,Stakeholder_Group,Date_Identified,Probability_Rating,Impact_Rating,Risk_Score,Qualitative_Notes,Quantitative_Notes,Mitigation_Strategy,Contingency_Plan,Risk_Status,Review_Date,Monitoring_Method,Control_Method,Documentation_Link,Lessons_Learned,Source_Type,Data_Quality_Flag,RMS_Step_Primary,RMS_Step_Identification,RMS_Step_Analysis_Qualitative,RMS_Step_Analysis_Quantitative,RMS_Step_Response_Planning,RMS_Step_Monitoring,RMS_Step_Controlling,RMS_Step_Documentation"
"SD109,Unverified API Schema Diff Validation,Diffs not validated before deployment,Delivery Risk,API Lifecycle,IT Software & Development,Engineering,InterfaceGuard Program,IGP-2025,Execution,Monitoring,API Lead,Frontend & Client Teams,2025-09-24,4,4,16,Breaking changes reach production,No schema diff validation,Automate schema diff checks in CI/CD,Block deploys on breaking diffs,Open,2026-01-16,API Logs,Schema Diff Policy,https://interfaceguard/docs/sd109,Diffs must be validated,External Audit,Verified,Identification,Yes,Yes,Yes,Yes,No,Yes,Yes"
"SD110,Untracked UI Component Lifecycle Status,Lifecycle stages not enforced per component,Delivery Risk,Frontend Architecture,IT Software & Development,Engineering,UIHarmony Program,UIH-2025,Execution,Controlling,Frontend Lead,Design & QA,2025-09-24,3,3,9,Components remain in production indefinitely,No lifecycle governance,Define lifecycle stages and enforce transitions,Audit lifecycle status quarterly,Open,2026-01-17,Component Logs,UI Lifecycle Policy,https://uiharmony/docs/sd110,Lifecycle governance reduces tech debt,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD111,Unverified API Consumer Notifications,Consumers not notified of breaking changes,Delivery Risk,API Governance,IT Software & Development,Engineering,ConsumerTrack Program,CTP-2025,Execution,Monitoring,API Lead,Client & Support Teams,2025-09-24,3,3,9,Clients fail on schema updates,No notification workflow,Notify consumers on schema changes and track acknowledgments,Review registry monthly,Open,2026-01-18,Consumer Logs,Notification Policy,https://consumertrack/docs/sd111,Consumers must be informed,Internal Audit,Verified,Identification,Yes,Yes,Yes,Yes,No,Yes,Yes"
"SD112,Untracked UI Component Audit Trail,Changes to components not logged,Delivery Risk,Frontend Governance,IT Software & Development,Engineering,UIHarmony Program,UIH-2025,Execution,Monitoring,Frontend Lead,Design & QA,2025-09-24,3,3,9,No traceability for regressions or bugs,No audit trail or change history,Log component changes and link to PRs,Review audit logs monthly,Open,2026-01-19,Audit Logs,UI Audit Policy,https://uiharmony/docs/sd112,Audit trails improve accountability,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD113,Unverified API Gateway Timeout Rules,Timeouts misconfigured at gateway level,Delivery Risk,Infrastructure Configuration,IT Software & Development,DevOps,GatewayGuard Program,GGP-2025,Execution,Monitoring,DevOps Lead,Security & Engineering,2025-09-24,3,4,12,Requests hang or fail silently,No timeout enforcement or alerts,Define timeout rules and monitor gateway logs,Alert on timeout breaches,Open,2026-01-20,Gateway Logs,Timeout Policy,https://gatewayguard/docs/sd113,Timeouts must be enforced,External Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"SD114,Untracked UI Component Deprecation Notices,Deprecated components lack formal notice,Delivery Risk,Frontend Architecture,IT Software & Development,Engineering,UIHarmony Program,UIH-2025,Execution,Controlling,Frontend Lead,Design & QA,2025-09-24,3,3,9,Teams use outdated components,No deprecation registry or alerts,Publish deprecation notices and migration paths,Audit usage and notify teams,Open,2026-01-21,Component Logs,Deprecation Policy,https://uiharmony/docs/sd114,Deprecation must be communicated,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD115,Unverified API Header Validation,Headers not validated or enforced,Delivery Risk,API Security,IT Software & Development,Engineering,HeaderGuard Program,HGP-2025,Execution,Monitoring,Security Lead,Backend & DevOps,2025-09-24,4,4,16,Exposure to injection or spoofing attacks,No header validation or enforcement,Define required headers and enforce via gateway,Audit headers monthly,Open,2026-01-22,API Logs,Header Validation Policy,https://headerguard/docs/sd115,Headers must be secure,External Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"SD116,Untracked UI Component Test Coverage,Test coverage not mapped to components,Delivery Risk,Frontend QA,IT Software & Development,QA,UITrack Program,UTP-2025,Execution,Monitoring,QA Lead,Design & Engineering,2025-09-24,3,3,9,Critical components lack test coverage,No coverage matrix or enforcement,Map tests to components and enforce thresholds,Review gaps monthly,Open,2026-01-23,Test Logs,Component QA Policy,https://uitrack/docs/sd116,Coverage improves reliability,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD117,Unverified API Token Revocation,Tokens not revoked on logout or expiry,Delivery Risk,Security Integration,IT Software & Development,Engineering,AuthTrack Program,ATP-2025,Execution,Monitoring,Security Lead,Backend & DevOps,2025-09-24,4,4,16,Persistent access and security risk,No revocation logic or enforcement,Implement token revocation and monitor usage,Alert on stale tokens,Open,2026-01-24,Auth Logs,Token Revocation Policy,https://authtrack/docs/sd117,Revocation ensures session security,External Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"SD118,Untracked UI Component Change History,Changes not logged or linked to releases,Delivery Risk,Frontend Governance,IT Software & Development,Engineering,UIHarmony Program,UIH-2025,Execution,Monitoring,Frontend Lead,Design & QA,2025-09-24,3,3,9,No traceability for regressions or bugs,No change history or audit trail,Log component changes and link to release notes,Review history monthly,Open,2026-01-25,Audit Logs,UI Change History Policy,https://uiharmony/docs/sd118,Change history improves accountability,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD119,Unverified API Gateway Routing Rules,Routing misconfigured or outdated,Delivery Risk,Infrastructure Configuration,IT Software & Development,DevOps,GatewayGuard Program,GGP-2025,Execution,Monitoring,DevOps Lead,Security & Engineering,2025-09-24,3,4,12,Requests routed incorrectly or dropped,No routing validation or audit,Audit routing rules and enforce change control,Alert on routing anomalies,Open,2026-01-26,Gateway Logs,Routing Policy,https://gatewayguard/docs/sd119,Routing must be governed,External Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"SD120,Untracked UI Component Ownership Registry,Ownership not tracked across teams,Delivery Risk,Frontend Architecture,IT Software & Development,Engineering,UIHarmony Program,UIH-2025,Execution,Controlling,Frontend Lead,Design & QA,2025-09-24,3,3,9,No accountability for updates or bugs,No ownership registry or review,Assign owners per component and track in registry,Review ownership quarterly,Open,2026-01-27,Component Logs,Ownership Registry Policy,https://uiharmony/docs/sd120,Ownership drives accountability,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD121,Unverified API Gateway Authentication,Authentication rules misconfigured at gateway,Delivery Risk,Infrastructure Security,IT Software & Development,DevOps,GatewayGuard Program,GGP-2025,Execution,Monitoring,Security Lead,Backend & DevOps,2025-09-24,4,4,16,Unauthorized access or bypass,No authentication enforcement at gateway,Define gateway auth rules and audit monthly,Alert on auth failures,Open,2026-01-28,Gateway Logs,Gateway Auth Policy,https://gatewayguard/docs/sd121,Authentication must be enforced,External Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"SD122,Untracked UI Component Migration Paths,Migrations lack documentation and support,Delivery Risk,Frontend Architecture,IT Software & Development,Engineering,UIHarmony Program,UIH-2025,Execution,Controlling,Frontend Lead,Design & QA,2025-09-24,3,3,9,Teams struggle to adopt new components,No migration guides or support,Document migration paths and provide examples,Review adoption quarterly,Open,2026-01-29,Component Logs,Migration Policy,https://uiharmony/docs/sd122,Migrations must be supported,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD123,Unverified API Token Scope Enforcement,Token scopes not validated during requests,Delivery Risk,Security Integration,IT Software & Development,Engineering,AuthTrack Program,ATP-2025,Execution,Monitoring,Security Lead,Backend & DevOps,2025-09-24,4,4,16,Over-permissioned access and data exposure,No scope enforcement logic,Validate scopes per endpoint and log violations,Alert on scope misuse,Open,2026-01-30,Auth Logs,Scope Enforcement Policy,https://authtrack/docs/sd123,Scopes must be enforced,External Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"SD124,Untracked UI Component Design Tokens,Tokens used inconsistently across components,Delivery Risk,Design System Governance,IT Software & Development,Design,SystemSync Program,SSP-2025,Execution,Monitoring,Design System Lead,Frontend Teams,2025-09-24,3,3,9,Visual inconsistencies and branding drift,No token registry or enforcement,Centralize token registry and enforce usage,Audit token usage quarterly,Open,2026-01-31,Token Logs,Design Token Policy,https://systemsync/docs/sd124,Tokens must be governed centrally,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD125,Unverified API Gateway Rate Limits,Rate limits not enforced at gateway level,Delivery Risk,Infrastructure Configuration,IT Software & Development,DevOps,RateGuard Program,RGP-2025,Execution,Monitoring,DevOps Lead,Security & Engineering,2025-09-24,3,4,12,Clients overload APIs or get blocked,No gateway-level enforcement,Define rate limits and monitor gateway logs,Alert on violations and throttle,Open,2026-02-01,Gateway Logs,Rate Limit Policy,https://rateguard/docs/sd125,Rate limits protect stability,External Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"SD126,Untracked UI Component Version Adoption,Teams use outdated versions of components,Delivery Risk,Frontend Architecture,IT Software & Development,Engineering,UIHarmony Program,UIH-2025,Execution,Monitoring,Frontend Lead,Design & QA,2025-09-24,3,3,9,Inconsistent behavior and styling,No version tracking or enforcement,Track version adoption and notify teams,Audit usage quarterly,Open,2026-02-02,Component Logs,Version Adoption Policy,https://uiharmony/docs/sd126,Version adoption must be tracked,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD127,Unverified API Gateway Logging,Gateway logs lack structure and traceability,Delivery Risk,Infrastructure Observability,IT Software & Development,DevOps,LogTrack Program,LTP-2025,Execution,Monitoring,DevOps Lead,Security & Support,2025-09-24,3,4,12,Hard to debug routing or auth issues,No structured logging or correlation IDs,Use structured logs and trace IDs,Review logs weekly and tag critical errors,Open,2026-02-03,Gateway Logs,Logging Policy,https://logtrack/docs/sd127,Structured logs accelerate debugging,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD128,Untracked UI Component Retirement,Retired components still used in production,Delivery Risk,Frontend Architecture,IT Software & Development,Engineering,UIHarmony Program,UIH-2025,Execution,Controlling,Frontend Lead,Design & QA,2025-09-24,3,3,9,Tech debt and visual inconsistency,No retirement registry or enforcement,Tag retired components and block usage,Audit usage quarterly,Open,2026-02-04,Component Logs,Retirement Policy,https://uiharmony/docs/sd128,Retirement must be enforced,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD129,Unverified API Gateway Header Rules,Headers misconfigured or missing at gateway,Delivery Risk,Infrastructure Security,IT Software & Development,DevOps,HeaderGuard Program,HGP-2025,Execution,Monitoring,Security Lead,Backend & DevOps,2025-09-24,4,4,16,Security vulnerabilities and routing failures,No header validation or enforcement,Define required headers and audit monthly,Alert on header anomalies,Open,2026-02-05,Gateway Logs,Header Policy,https://headerguard/docs/sd129,Headers must be secure,External Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"SD130,Untracked UI Component Ownership Changes,Ownership changes not logged or reviewed,Delivery Risk,Frontend Governance,IT Software & Development,Engineering,UIHarmony Program,UIH-2025,Execution,Monitoring,Frontend Lead,Design & QA,2025-09-24,3,3,9,No accountability or continuity,No ownership change workflow,Log ownership changes and review quarterly,Notify stakeholders of transitions,Open,2026-02-06,Ownership Logs,Ownership Policy,https://uiharmony/docs/sd130,Ownership must be traceable,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD131,Unverified API Gateway Routing Logs,Routing logs lack structure and coverage,Delivery Risk,Infrastructure Observability,IT Software & Development,DevOps,RouteTrack Program,RTP-2025,Execution,Monitoring,DevOps Lead,Security & Support,2025-09-24,3,4,12,Routing issues hard to diagnose,No structured routing logs,Instrument routing logs and enforce format,Review logs weekly,Open,2026-02-07,Routing Logs,Routing Log Policy,https://routetrack/docs/sd131,Routing logs improve traceability,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD132,Untracked UI Component Audit Schedule,Audit schedule not defined or followed,Delivery Risk,Frontend Governance,IT Software & Development,Engineering,UIHarmony Program,UIH-2025,Execution,Monitoring,Frontend Lead,Design & QA,2025-09-24,3,3,9,Outdated components remain in use,No audit calendar or enforcement,Define audit schedule and assign reviewers,Review audit results quarterly,Open,2026-02-08,Audit Logs,Audit Schedule Policy,https://uiharmony/docs/sd132,Audits must be scheduled,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD133,Unverified API Gateway Error Handling,Errors not handled consistently at gateway,Delivery Risk,Infrastructure Reliability,IT Software & Development,DevOps,ErrorGuard Program,EGP-2025,Execution,Monitoring,Security Lead,Backend & DevOps,2025-09-24,4,4,16,Clients receive unclear or missing errors,No error schema or fallback logic,Define error schema and enforce via gateway,Audit error responses monthly,Open,2026-02-09,Gateway Logs,Error Handling Policy,https://errorguard/docs/sd133,Errors must be consistent,External Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"SD134,Untracked UI Component Review Feedback,Review feedback not linked to components,Delivery Risk,Frontend QA,IT Software & Development,QA,UITrack Program,UTP-2025,Execution,Monitoring,QA Lead,Design & Engineering,2025-09-24,3,3,9,Feedback lost or ignored,No feedback tagging or routing,Tag feedback by component and review monthly,Include feedback in QA retrospectives,Open,2026-02-10,Feedback Logs,Review Feedback Policy,https://uitrack/docs/sd134,Feedback must be actionable,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD135,Unverified API Gateway Retry Logic,Retries misconfigured or untested at gateway,Delivery Risk,Infrastructure Reliability,IT Software & Development,DevOps,RetryGuard Program,RGP-2025,Execution,Monitoring,DevOps Lead,Security & Support,2025-09-24,3,4,12,Requests loop or fail silently,No retry policy or monitoring,Define retry logic and simulate failures,Alert on retry anomalies,Open,2026-02-11,Gateway Logs,Retry Policy,https://retryguard/docs/sd135,Retries must be predictable,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD136,Untracked UI Component Feedback Registry,Feedback not linked to components or owners,Delivery Risk,Frontend QA,IT Software & Development,QA,UITrack Program,UTP-2025,Execution,Monitoring,QA Lead,Design & Engineering,2025-09-24,3,3,9,Feedback ignored or lost,No registry or tagging system,Create feedback registry and tag by component,Review registry monthly,Open,2026-02-12,Feedback Logs,Feedback Registry Policy,https://uitrack/docs/sd136,Registry improves responsiveness,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD137,Unverified API Gateway Schema Validation,Schemas not validated at gateway level,Delivery Risk,Infrastructure Configuration,IT Software & Development,DevOps,InterfaceGuard Program,IGP-2025,Execution,Monitoring,API Lead,Security & DevOps,2025-09-24,4,4,16,Invalid requests reach backend services,No schema enforcement at gateway,Validate schemas at ingress and log violations,Block invalid requests and alert,Open,2026-02-13,Gateway Logs,Schema Validation Policy,https://interfaceguard/docs/sd137,Schemas must be enforced early,External Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"SD138,Untracked UI Component Refactor Registry,Refactors not logged or reviewed,Delivery Risk,Frontend Architecture,IT Software & Development,Engineering,UIHarmony Program,UIH-2025,Execution,Monitoring,Frontend Lead,Design & QA,2025-09-24,3,3,9,Unexpected regressions and tech debt,No refactor registry or review process,Log refactors and link to component history,Review registry quarterly,Open,2026-02-14,Component Logs,Refactor Registry Policy,https://uiharmony/docs/sd138,Registry improves traceability,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD139,Unverified API Gateway Monitoring Coverage,Critical routes lack monitoring,Delivery Risk,Infrastructure Observability,IT Software & Development,DevOps,MonitorTrack Program,MTP-2025,Execution,Monitoring,DevOps Lead,Security & Support,2025-09-24,3,4,12,Outages go undetected,No route-level monitoring,Instrument gateway routes with health checks,Alert on failures and review coverage,Open,2026-02-15,Gateway Logs,Monitoring Coverage Policy,https://monitortrack/docs/sd139,Monitoring must be complete,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD140,Untracked UI Component Governance Roles,Roles not defined for governance activities,Delivery Risk,Frontend Governance,IT Software & Development,Engineering,UIHarmony Program,UIH-2025,Execution,Controlling,Frontend Lead,Design & QA,2025-09-24,3,3,9,No accountability for audits or reviews,No role matrix or ownership model,Define governance roles and assign responsibilities,Review role matrix quarterly,Open,2026-02-16,Governance Logs,Governance Role Policy,https://uiharmony/docs/sd140,Roles ensure governance continuity,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD141,Unverified API Gateway Version Routing,Version routing rules not enforced at gateway,Delivery Risk,Infrastructure Configuration,IT Software & Development,DevOps,GatewayGuard Program,GGP-2025,Execution,Monitoring,DevOps Lead,Security & Engineering,2025-09-24,3,4,12,Clients routed to wrong API versions,No version routing logic or validation,Define version routing rules and audit monthly,Alert on misrouted traffic,Open,2026-02-17,Gateway Logs,Version Routing Policy,https://gatewayguard/docs/sd141,Version routing must be enforced,External Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"SD142,Untracked UI Component Style Drift,Styling diverges from design system,Delivery Risk,Design System Governance,IT Software & Development,Design,SystemSync Program,SSP-2025,Execution,Monitoring,Design System Lead,Frontend Teams,2025-09-24,3,3,9,Inconsistent branding and UX,No style enforcement or audits,Audit styles against design tokens and flag drift,Review styling quarterly,Open,2026-02-18,Style Logs,Design System Policy,https://systemsync/docs/sd142,Style must align with system,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD143,Unverified API Gateway TLS Configuration,TLS settings misconfigured or outdated,Delivery Risk,Infrastructure Security,IT Software & Development,DevOps,SecureConnect Program,SCP-2025,Execution,Monitoring,Security Lead,DevOps & Backend,2025-09-24,4,4,16,Data exposure or connection failures,No TLS audit or enforcement,Audit TLS settings and enforce minimum standards,Alert on insecure configurations,Open,2026-02-19,TLS Logs,TLS Policy,https://secureconnect/docs/sd143,TLS must be secure and current,External Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"SD144,Untracked UI Component Documentation,Documentation missing or outdated,Delivery Risk,Frontend Governance,IT Software & Development,Engineering,UIHarmony Program,UIH-2025,Execution,Monitoring,Frontend Lead,Design & QA,2025-09-24,3,3,9,Developers misuse or avoid components,No doc updates or ownership,Assign doc owners and enforce update schedule,Review documentation quarterly,Open,2026-02-20,Doc Logs,Component Documentation Policy,https://uiharmony/docs/sd144,Docs must be maintained,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD145,Unverified API Gateway Access Controls,Access rules not enforced at gateway,Delivery Risk,Infrastructure Security,IT Software & Development,DevOps,AccessGuard Program,AGP-2025,Execution,Monitoring,Security Lead,DevOps & Backend,2025-09-24,4,4,16,Unauthorized access to internal services,No access control validation,Define access rules and audit monthly,Alert on violations and block access,Open,2026-02-21,Access Logs,Access Control Policy,https://accessguard/docs/sd145,Access must be controlled,External Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"SD146,Untracked UI Component Usage Metrics,Usage not tracked across apps,Delivery Risk,Frontend Analytics,IT Software & Development,Engineering,UITrack Program,UTP-2025,Execution,Monitoring,Frontend Lead,Design & QA,2025-09-24,3,3,9,No insight into adoption or performance,No instrumentation or dashboards,Instrument components and monitor usage,Review metrics monthly,Open,2026-02-22,Usage Logs,UI Metrics Policy,https://uitrack/docs/sd146,Metrics drive better design,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD147,Unverified API Gateway Error Schema,Error responses inconsistent across routes,Delivery Risk,Infrastructure Reliability,IT Software & Development,DevOps,ErrorGuard Program,EGP-2025,Execution,Monitoring,Security Lead,Backend & DevOps,2025-09-24,4,4,16,Clients receive unclear or missing errors,No error schema enforcement,Define error schema and validate in CI/CD,Audit error responses monthly,Open,2026-02-23,Error Logs,Error Schema Policy,https://errorguard/docs/sd147,Errors must be consistent,External Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"SD148,Untracked UI Component Audit Feedback,Audit findings not linked to components,Delivery Risk,Frontend Governance,IT Software & Development,Engineering,UIHarmony Program,UIH-2025,Execution,Monitoring,Frontend Lead,Design & QA,2025-09-24,3,3,9,Issues recur due to ignored feedback,No feedback registry or review,Log audit feedback and tag by component,Review registry quarterly,Open,2026-02-24,Audit Logs,Audit Feedback Policy,https://uiharmony/docs/sd148,Feedback must be actionable,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD149,Unverified API Gateway Health Monitoring,Health checks missing or misconfigured,Delivery Risk,Infrastructure Observability,IT Software & Development,DevOps,MonitorTrack Program,MTP-2025,Execution,Monitoring,DevOps Lead,Security & Support,2025-09-24,3,4,12,Outages go undetected or unresolved,No health check endpoints or alerts,Implement health checks and monitor status,Alert on failures and escalate,Open,2026-02-25,Monitoring Logs,Health Check Policy,https://monitortrack/docs/sd149,Health checks ensure uptime,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD150,Untracked UI Component Governance Matrix,Governance roles and responsibilities undefined,Delivery Risk,Frontend Governance,IT Software & Development,Engineering,UIHarmony Program,UIH-2025,Execution,Controlling,Frontend Lead,Design & QA,2025-09-24,3,3,9,No accountability for audits or reviews,No governance matrix or ownership model,Define governance matrix and assign responsibilities,Review matrix quarterly,Open,2026-02-26,Governance Logs,Governance Matrix Policy,https://uiharmony/docs/sd150,Governance must be structured,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD161,Unverified API Gateway Role Mapping,Roles misconfigured or missing at gateway,Delivery Risk,Infrastructure Security,IT Software & Development,DevOps,AccessGuard Program,AGP-2025,Execution,Monitoring,Security Lead,DevOps & Backend,2025-09-24,4,4,16,Unauthorized access or privilege escalation,No role mapping or validation,Define role mappings and audit monthly,Alert on misconfigurations,Open,2026-02-27,Access Logs,Role Mapping Policy,https://accessguard/docs/sd161,Roles must be enforced at gateway,External Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"SD162,Untracked UI Component Refactor Ownership,Refactors done without assigned owners,Delivery Risk,Frontend Architecture,IT Software & Development,Engineering,UIHarmony Program,UIH-2025,Execution,Controlling,Frontend Lead,Design & QA,2025-09-24,3,3,9,No accountability for regressions,No ownership registry or review,Assign refactor owners and track in registry,Review ownership quarterly,Open,2026-02-28,Component Logs,Refactor Ownership Policy,https://uiharmony/docs/sd162,Ownership ensures accountability,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD163,Unverified API Gateway Token Expiry,Tokens not expired or revoked at gateway,Delivery Risk,Infrastructure Security,IT Software & Development,DevOps,AuthTrack Program,ATP-2025,Execution,Monitoring,Security Lead,Backend & DevOps,2025-09-24,4,4,16,Persistent access and security risk,No expiry enforcement or alerts,Enforce token expiry and monitor gateway logs,Alert on stale tokens,Open,2026-03-01,Auth Logs,Token Expiry Policy,https://authtrack/docs/sd163,Expiry must be enforced,External Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"SD164,Untracked UI Component Audit Roles,Audit responsibilities not assigned,Delivery Risk,Frontend Governance,IT Software & Development,Engineering,UIHarmony Program,UIH-2025,Execution,Controlling,Frontend Lead,Design & QA,2025-09-24,3,3,9,Audits missed or incomplete,No role matrix or ownership model,Define audit roles and assign responsibilities,Review role matrix quarterly,Open,2026-03-02,Audit Logs,Audit Role Policy,https://uiharmony/docs/sd164,Roles ensure audit coverage,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD165,Unverified API Gateway Retry Thresholds,Retry thresholds not defined or enforced,Delivery Risk,Infrastructure Reliability,IT Software & Development,DevOps,RetryGuard Program,RGP-2025,Execution,Monitoring,DevOps Lead,Security & Support,2025-09-24,3,4,12,Retries overload systems or fail silently,No retry threshold policy,Define retry thresholds and monitor retries,Alert on anomalies and block excessive retries,Open,2026-03-03,Gateway Logs,Retry Threshold Policy,https://retryguard/docs/sd165,Thresholds prevent overload,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD166,Untracked UI Component Feedback Ownership,Feedback lacks assigned reviewers,Delivery Risk,Frontend QA,IT Software & Development,QA,UITrack Program,UTP-2025,Execution,Monitoring,QA Lead,Design & Engineering,2025-09-24,3,3,9,Feedback ignored or unresolved,No ownership registry or review,Assign feedback owners and track responses,Review registry monthly,Open,2026-03-04,Feedback Logs,Feedback Ownership Policy,https://uitrack/docs/sd166,Ownership improves responsiveness,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD167,Unverified API Gateway Schema Registry,Schemas not tracked or versioned at gateway,Delivery Risk,Infrastructure Configuration,IT Software & Development,DevOps,InterfaceGuard Program,IGP-2025,Execution,Monitoring,API Lead,Security & DevOps,2025-09-24,4,4,16,Breaking changes reach backend,No schema registry or version control,Track schemas and enforce versioning,Audit registry monthly,Open,2026-03-05,Gateway Logs,Schema Registry Policy,https://interfaceguard/docs/sd167,Schemas must be versioned,External Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"SD168,Untracked UI Component Governance Calendar,Governance activities not scheduled,Delivery Risk,Frontend Governance,IT Software & Development,Engineering,UIHarmony Program,UIH-2025,Execution,Monitoring,Frontend Lead,Design & QA,2025-09-24,3,3,9,Reviews missed or delayed,No governance calendar or enforcement,Define calendar and assign reviewers,Review governance activities quarterly,Open,2026-03-06,Governance Logs,Governance Calendar Policy,https://uiharmony/docs/sd168,Governance must be scheduled,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD169,Unverified API Gateway Monitoring Alerts,Alerts not configured for gateway failures,Delivery Risk,Infrastructure Observability,IT Software & Development,DevOps,MonitorTrack Program,MTP-2025,Execution,Monitoring,DevOps Lead,Security & Support,2025-09-24,3,4,12,Failures go unnoticed or unresolved,No alerting rules or thresholds,Define alerting rules and monitor gateway health,Escalate failures and notify teams,Open,2026-03-07,Monitoring Logs,Alerting Policy,https://monitortrack/docs/sd169,Alerts ensure rapid response,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD170,Untracked UI Component Feedback Schedule,Feedback reviews not scheduled or enforced,Delivery Risk,Frontend QA,IT Software & Development,QA,UITrack Program,UTP-2025,Execution,Monitoring,QA Lead,Design & Engineering,2025-09-24,3,3,9,Feedback backlog grows unmanaged,No review schedule or cadence,Define feedback review schedule and assign reviewers,Review feedback monthly,Open,2026-03-08,Feedback Logs,Feedback Schedule Policy,https://uitrack/docs/sd170,Schedule ensures responsiveness,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD171,Unverified API Gateway Token Scope Mapping,Scopes not mapped to roles at gateway,Delivery Risk,Infrastructure Security,IT Software & Development,DevOps,AuthTrack Program,ATP-2025,Execution,Monitoring,Security Lead,Backend & DevOps,2025-09-24,4,4,16,Over-permissioned access and data exposure,No scope-role mapping or enforcement,Define scope mappings and audit monthly,Alert on scope violations,Open,2026-03-09,Auth Logs,Scope Mapping Policy,https://authtrack/docs/sd171,Scopes must be mapped and enforced,External Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
